ST_CD,MAJCAT,MERCHCAT,CLR,MC_CLR_CONT_1,MC_CLR_CONT_2,MC_CLR_CONT_3,MC_CLR_CONT_4,MC_CLR_CONT_5,MC_CLR_CONT_6,MC_CLR_CONT_7,MC_CLR_CONT_8,MC_CLR_CONT_9,MC_CLR_CONT_10,MC_CLR_CONT_11,MC_CLR_CONT_12
ST-CD-45,M_JEANS,M_JGR_JEANS,L_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-45,M_JEANS,M_JGR_JEANS,GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-45,M_JEANS,M_JGR_JEANS,NV_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-45,M_JEANS,M_JGR_JEANS,S_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-45,M_JEANS,M_JGR_JEANS,OLV,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-45,M_JEANS,M_JGR_JEANS,DNM_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-45,M_JEANS,M_JGR_JEANS,BEG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLK_JEANS,BLK,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
ST-CD-46,M_JEANS,M_BLK_JEANS,D_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-46,M_JEANS,M_BLK_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-46,M_JEANS,M_BLK_JEANS,M_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_BLK_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_BLK_JEANS,GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
ST-CD-46,M_JEANS,M_BLK_JEANS,MNT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-46,M_JEANS,M_BLK_JEANS,L_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-46,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-46,M_JEANS,M_BLU_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_BLU_JEANS,D_BL,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
ST-CD-46,M_JEANS,M_BLU_JEANS,L_BL,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
ST-CD-46,M_JEANS,M_BLU_JEANS,M_BL,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-46,M_JEANS,M_BLU_JEANS,M_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-46,M_JEANS,M_BLU_JEANS,S_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
ST-CD-46,M_JEANS,M_BLU_JEANS,BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-46,M_JEANS,M_BLU_JEANS,D_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-46,M_JEANS,M_BLU_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_BLU_JEANS,GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_BLU_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-46,M_JEANS,M_BLU_JEANS,GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,NV_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_COL_JEANS,OLV,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-46,M_JEANS,M_COL_JEANS,D_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-46,M_JEANS,M_COL_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-46,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-46,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-46,M_JEANS,M_COL_JEANS,L_GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-46,M_JEANS,M_COL_JEANS,M_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_COL_JEANS,M_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-46,M_JEANS,M_COL_JEANS,BEG,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-46,M_JEANS,M_COL_JEANS,GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-46,M_JEANS,M_COL_JEANS,BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-46,M_JEANS,M_COL_JEANS,OL_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-46,M_JEANS,M_COL_JEANS,S_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-46,M_JEANS,M_JGR_JEANS,D_BL,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
ST-CD-46,M_JEANS,M_JGR_JEANS,D_GRY,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
ST-CD-46,M_JEANS,M_JGR_JEANS,L_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-46,M_JEANS,M_JGR_JEANS,OL_GRN,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
ST-CD-46,M_JEANS,M_JGR_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-46,M_JEANS,M_JGR_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-46,M_JEANS,M_JGR_JEANS,L_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-46,M_JEANS,M_JGR_JEANS,GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-46,M_JEANS,M_JGR_JEANS,NV_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
ST-CD-46,M_JEANS,M_JGR_JEANS,S_BL,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
ST-CD-47,M_JEANS,M_BLK_JEANS,BLK,68%,68%,68%,68%,68%,68%,68%,68%,68%,68%,68%,68%
ST-CD-47,M_JEANS,M_BLK_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-47,M_JEANS,M_BLK_JEANS,L_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-47,M_JEANS,M_BLK_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_BLK_JEANS,M_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-47,M_JEANS,M_BLK_JEANS,GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_BLK_JEANS,MNT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-47,M_JEANS,M_BLK_JEANS,L_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-47,M_JEANS,M_BLK_JEANS,CRM,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-47,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_BLK_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,PST,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_BLK_JEANS,DNM_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLK_JEANS,D_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_BLU_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-47,M_JEANS,M_BLU_JEANS,D_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-47,M_JEANS,M_BLU_JEANS,L_BL,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
ST-CD-47,M_JEANS,M_BLU_JEANS,M_BL,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
ST-CD-47,M_JEANS,M_BLU_JEANS,M_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-47,M_JEANS,M_BLU_JEANS,S_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-47,M_JEANS,M_BLU_JEANS,BL,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
ST-CD-47,M_JEANS,M_BLU_JEANS,D_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_BLU_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_BLU_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_BLU_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_BLU_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_BLU_JEANS,GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_COL_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-47,M_JEANS,M_COL_JEANS,D_GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
ST-CD-47,M_JEANS,M_COL_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-47,M_JEANS,M_COL_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_COL_JEANS,L_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_COL_JEANS,L_GRY,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
ST-CD-47,M_JEANS,M_COL_JEANS,M_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-47,M_JEANS,M_COL_JEANS,M_GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
ST-CD-47,M_JEANS,M_COL_JEANS,BEG,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-47,M_JEANS,M_COL_JEANS,GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-47,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_COL_JEANS,OL_GRN,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-47,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-47,M_JEANS,M_COL_JEANS,S_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-47,M_JEANS,M_JGR_JEANS,D_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-47,M_JEANS,M_JGR_JEANS,D_GRY,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-47,M_JEANS,M_JGR_JEANS,L_GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
ST-CD-47,M_JEANS,M_JGR_JEANS,OL_GRN,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
ST-CD-47,M_JEANS,M_JGR_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-47,M_JEANS,M_JGR_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_JGR_JEANS,L_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-47,M_JEANS,M_JGR_JEANS,GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-47,M_JEANS,M_JGR_JEANS,NV_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-47,M_JEANS,M_JGR_JEANS,S_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-48,M_JEANS,M_BLK_JEANS,BLK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
ST-CD-48,M_JEANS,M_BLK_JEANS,D_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-48,M_JEANS,M_BLK_JEANS,L_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-48,M_JEANS,M_BLK_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-48,M_JEANS,M_BLK_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-48,M_JEANS,M_BLK_JEANS,MNT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-48,M_JEANS,M_BLK_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-48,M_JEANS,M_BLK_JEANS,CRM,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-48,M_JEANS,M_BLK_JEANS,D_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_BLK_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLK_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-48,M_JEANS,M_BLU_JEANS,D_BL,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
ST-CD-48,M_JEANS,M_BLU_JEANS,L_BL,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
ST-CD-48,M_JEANS,M_BLU_JEANS,M_BL,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
ST-CD-48,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_BLU_JEANS,S_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-48,M_JEANS,M_BLU_JEANS,BL,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-48,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-48,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,L_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_BLU_JEANS,GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_BLU_JEANS,RY_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_COL_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-48,M_JEANS,M_COL_JEANS,OLV,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-48,M_JEANS,M_COL_JEANS,D_GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-48,M_JEANS,M_COL_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-48,M_JEANS,M_COL_JEANS,D_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-48,M_JEANS,M_COL_JEANS,L_GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-48,M_JEANS,M_COL_JEANS,M_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-48,M_JEANS,M_COL_JEANS,M_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-48,M_JEANS,M_COL_JEANS,BEG,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_COL_JEANS,GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-48,M_JEANS,M_COL_JEANS,BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-48,M_JEANS,M_COL_JEANS,OL_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_COL_JEANS,PST,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-48,M_JEANS,M_COL_JEANS,S_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-48,M_JEANS,M_JGR_JEANS,D_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-48,M_JEANS,M_JGR_JEANS,D_GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-48,M_JEANS,M_JGR_JEANS,L_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-48,M_JEANS,M_JGR_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-48,M_JEANS,M_JGR_JEANS,M_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-48,M_JEANS,M_JGR_JEANS,BLK,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-48,M_JEANS,M_JGR_JEANS,L_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-48,M_JEANS,M_JGR_JEANS,GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-48,M_JEANS,M_JGR_JEANS,NV_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-48,M_JEANS,M_JGR_JEANS,S_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-48,M_JEANS,M_JGR_JEANS,OLV,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-48,M_JEANS,M_JGR_JEANS,DNM_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-48,M_JEANS,M_JGR_JEANS,BEG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-49,M_JEANS,M_BLK_JEANS,BLK,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
ST-CD-49,M_JEANS,M_BLK_JEANS,D_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-49,M_JEANS,M_BLK_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-49,M_JEANS,M_BLK_JEANS,M_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_BLK_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_BLK_JEANS,GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
ST-CD-49,M_JEANS,M_BLK_JEANS,MNT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-49,M_JEANS,M_BLK_JEANS,L_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-49,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-49,M_JEANS,M_BLU_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_BLU_JEANS,D_BL,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
ST-CD-49,M_JEANS,M_BLU_JEANS,L_BL,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
ST-CD-49,M_JEANS,M_BLU_JEANS,M_BL,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-49,M_JEANS,M_BLU_JEANS,M_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-49,M_JEANS,M_BLU_JEANS,S_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
ST-CD-49,M_JEANS,M_BLU_JEANS,BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-49,M_JEANS,M_BLU_JEANS,D_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-49,M_JEANS,M_BLU_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-49,M_JEANS,M_BLU_JEANS,GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_BLU_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-49,M_JEANS,M_BLU_JEANS,GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-49,M_JEANS,M_COL_JEANS,NV_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_COL_JEANS,OLV,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-49,M_JEANS,M_COL_JEANS,D_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-49,M_JEANS,M_COL_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-49,M_JEANS,M_COL_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-49,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-49,M_JEANS,M_COL_JEANS,L_GRY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-49,M_JEANS,M_COL_JEANS,M_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-49,M_JEANS,M_COL_JEANS,M_GRY,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-49,M_JEANS,M_COL_JEANS,BEG,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-49,M_JEANS,M_COL_JEANS,GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-49,M_JEANS,M_COL_JEANS,BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-49,M_JEANS,M_COL_JEANS,OL_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-49,M_JEANS,M_COL_JEANS,S_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-49,M_JEANS,M_JGR_JEANS,D_BL,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
ST-CD-49,M_JEANS,M_JGR_JEANS,D_GRY,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
